category_id,category_name,subcategory_id,subcategory_name
3,Cloud Infrastructure & DevOps,104,Incident Alert Monitoring
3,Cloud Infrastructure & DevOps,105,Laptop Windows Hardware
3,Cloud Infrastructure & DevOps,106,Python Pypi Packages
3,Cloud Infrastructure & DevOps,107,Zip File Contents
3,Cloud Infrastructure & DevOps,108,Cron Job Scheduling
3,Cloud Infrastructure & DevOps,109,Systems Cutover Deployments
3,Cloud Infrastructure & DevOps,110,Config Tag Settings
3,Cloud Infrastructure & DevOps,111,Rfc Request For
3,Cloud Infrastructure & DevOps,112,Splunk Total Rows
3,Cloud Infrastructure & DevOps,113,Shell Script Parameters
3,Cloud Infrastructure & DevOps,114,Kernel Application Pcn
3,Cloud Infrastructure & DevOps,115,Backup Nat Gateway
3,Cloud Infrastructure & DevOps,116,Geo Routing Argentina
3,Cloud Infrastructure & DevOps,117,Dynamic Operations
3,Cloud Infrastructure & DevOps,118,Monitor Built
4,Cyber Security & Identity,119,Risk Control Policies
4,Cyber Security & Identity,120,Privacy Data Pii
4,Cyber Security & Identity,121,Regulatory Requirements Regulation
4,Cyber Security & Identity,122,On-Call Pager Incident
4,Cyber Security & Identity,123,Risk Product Owner
4,Cyber Security & Identity,124,Compliance Control Procedures
4,Cyber Security & Identity,125,Compliance Data
4,Cyber Security & Identity,126,Falcon Gmas Security
4,Cyber Security & Identity,127,Inherent Risk
4,Cyber Security & Identity,128,Amex Card Risk
4,Cyber Security & Identity,129,Cyberark Secrets Vault
4,Cyber Security & Identity,130,Issue Corrective Closure
4,Cyber Security & Identity,131,Sam Directors Access
4,Cyber Security & Identity,132,Major Risk Events
4,Cyber Security & Identity,133,Entra Id Seasonality
5,Business Communication & Writing,134,Presentation Bullet Points
5,Business Communication & Writing,135,Write Email Team
5,Business Communication & Writing,136,Grammar Correct Sentence
5,Business Communication & Writing,137,Slack Message Communication
5,Business Communication & Writing,138,Diagrams & Flowcharts
5,Business Communication & Writing,139,Meeting Invite Calendar
5,Business Communication & Writing,140,Sales Revenue Market
5,Business Communication & Writing,141,Attrition Retention Employee
5,Business Communication & Writing,142,Marketing Campaign Promotion
5,Business Communication & Writing,143,Mentorship Career Coaching
5,Business Communication & Writing,144,Vendor Management Third
5,Business Communication & Writing,145,Hr Payroll Salary
5,Business Communication & Writing,146,Group Training Workshops
5,Business Communication & Writing,147,Meetings Recording
5,Business Communication & Writing,148,Live Chat Concurrency
6,Executive Strategy & Management,149,Banking Direction Strategy
6,Executive Strategy & Management,150,Ownership Accountability Culture
6,Executive Strategy & Management,151,Capacity Shift Planning
6,Executive Strategy & Management,152,Pilot Projects
6,Executive Strategy & Management,153,Inventory Management
6,Executive Strategy & Management,154,Shareholder Trends (TSR)
6,Executive Strategy & Management,155,International Pricing Models
6,Executive Strategy & Management,156,Dcrm Levers
6,Executive Strategy & Management,157,Sales Deal Closing
6,Executive Strategy & Management,158,Data Governance Delivery
6,Executive Strategy & Management,159,Telesales & Operations
6,Executive Strategy & Management,160,Forbes Publications
6,Executive Strategy & Management,161,Decide Owners
6,Executive Strategy & Management,162,Srr Streamline
6,Executive Strategy & Management,163,Amazon & Brand Marketing
7,Process & Project Management,164,Product Manager Management
7,Process & Project Management,165,Intake Form Process
8,Testing & Quality Assurance,166,Debugging & Error Logs
8,Testing & Quality Assurance,167,Code Review & Changes
8,Testing & Quality Assurance,168,Pass Fail Test
8,Testing & Quality Assurance,169,Test Expected Actual
9,Data Analytics & Visualization,170,Data Reporting Report
9,Data Analytics & Visualization,171,Power Bi Dashboard
9,Data Analytics & Visualization,172,Ai Embedding Similarity
10,General Productivity & Knowledge,173,WebEx & Conferencing
10,General Productivity & Knowledge,174,Sharepoint Sla Slas
10,General Productivity & Knowledge,175,Documentation Technical Docs
10,General Productivity & Knowledge,176,Pop Operations Center
10,General Productivity & Knowledge,177,Cbr Uploading Process
10,General Productivity & Knowledge,178,Agile Carryover Stories
10,General Productivity & Knowledge,179,Rag Architecture Iv
10,General Productivity & Knowledge,180,Workflow Approvals Sorting
10,General Productivity & Knowledge,181,Approval Notices
10,General Productivity & Knowledge,182,Openai Customgpt
10,General Productivity & Knowledge,183,Qualtrics Surveys
10,General Productivity & Knowledge,184,Enable Genai Capabilities
10,General Productivity & Knowledge,185,Knowledge Base & Jump Guides
10,General Productivity & Knowledge,186,Pillars Holding
10,General Productivity & Knowledge,187,Printable Gantt Charts
11,American Express & Payments,188,Supplier Buyer Network
11,American Express & Payments,189,Aexp Internal Acronym
11,American Express & Payments,190,Insurance Products
11,American Express & Payments,191,Transaction Fraud Chargeback
11,American Express & Payments,192,Pricing Ctl Settings
11,American Express & Payments,193,Direct Pay Deposit
11,American Express & Payments,194,Iag Entity Structure
11,American Express & Payments,195,Video & Creative Assets
11,American Express & Payments,196,Treasury Funding Liquidity
11,American Express & Payments,197,External Loan Financing
11,American Express & Payments,198,Pcns System Buttons
11,American Express & Payments,199,System Of Record
11,American Express & Payments,200,Employee Awards & Recognition
11,American Express & Payments,201,Targeting Eligibility
11,American Express & Payments,202,Gmns Evaluating
12,Business Process Automation,203,Process Automation Rpa
13,Business Communication & HR,204,Hr Immigration Manager
13,Business Communication & HR,205,Cancellation Conflicts
13,Business Communication & HR,206,Hr Responsibilities Introduction
13,Business Communication & HR,207,Benefits Enrollment Lift
13,Business Communication & HR,208,Hr Benefits Eligibility
13,Business Communication & HR,209,Hr Interviewer Recruiter
13,Business Communication & HR,210,Hr Associates Aspirations
13,Business Communication & HR,211,Official Opt In
13,Business Communication & HR,212,Singapore Communications
13,Business Communication & HR,213,Email Confirming Receipt
13,Business Communication & HR,214,Wfm Coordination
13,Business Communication & HR,215,Hr Gurgaon Highlights
14,Finance & Procurement,216,Accounting Journal Entries
14,Finance & Procurement,217,Pcm Rule Allocation
14,Finance & Procurement,218,Statement of Work (SOW)
14,Finance & Procurement,219,Ebitda Financial Metrics
14,Finance & Procurement,220,Pricing Approvals
14,Finance & Procurement,221,End of Day (EOD) Operations
14,Finance & Procurement,222,Applications Pricing
14,Finance & Procurement,223,Capital Timing Finance
14,Finance & Procurement,224,Financials Fin Reporting
14,Finance & Procurement,225,Amount Constants
14,Finance & Procurement,226,Emburse Expense Management
14,Finance & Procurement,227,Pricing Study Research
14,Finance & Procurement,228,Asset Management Entry
14,Finance & Procurement,229,Bank Locations
14,Finance & Procurement,230,Investment Plans
14,Finance & Procurement,231,Legal & Tribunal Proceedings
14,Finance & Procurement,232,Fees Dashboards
14,Finance & Procurement,233,Finance Actuals Adb
14,Finance & Procurement,234,Treasury Report Script
14,Finance & Procurement,235,Finance Annual Spend
