category_id,category_name,subcategory_id,subcategory_name
5,Business Communication & Writing,33,Sales Revenue Market Lead
5,Business Communication & Writing,34,Attrition Retention Employee Turnover
5,Business Communication & Writing,35,Marketing Campaign Promotion Advertising
5,Business Communication & Writing,36,Mentorship Career Coaching Resume CV Recruiting
5,Business Communication & Writing,37,Vendor Management Third Party
5,Business Communication & Writing,38,HR Payroll Salary PTO Leave Policies School Holiday Candidate Recruitment Interviews
5,Business Communication & Writing,39,Group Training Workshops Certification Programs
5,Business Communication & Writing,40,Town Hall Meetings Recording
5,Business Communication & Writing,41,Concurrent Chat Sessions
12,Business Process Automation,42,Process Automation RPA Tooling
3,Cloud Infrastructure & DevOps,43,AWS EC2 S3 Lambda VPC Azure GCP Virtual Machine
3,Cloud Infrastructure & DevOps,44,Kubernetes Docker Container Pod Cluster K8s Orchestration
3,Cloud Infrastructure & DevOps,45,CI CD Jenkins GitLab GitHub Actions Deployment Pipeline
3,Cloud Infrastructure & DevOps,46,Terraform Ansible Infrastructure as Code Configuration MB Nodes Pre-Prod Environment YAML Files Applied Status SMTP Email
3,Cloud Infrastructure & DevOps,47,Network Hub Traffic Load Balancer DNS Router Switch Subnet Firewall Port Accept AEXP Proxy Route Name
3,Cloud Infrastructure & DevOps,48,Server Host Instance Node
3,Cloud Infrastructure & DevOps,49,Enterprise Architecture Framework
3,Cloud Infrastructure & DevOps,50,IVR Telephony Voice Recognition
3,Cloud Infrastructure & DevOps,51,Incident Alert Monitoring Pager
3,Cloud Infrastructure & DevOps,52,Laptop Windows Hardware Support
3,Cloud Infrastructure & DevOps,53,Python PyPI Packages
3,Cloud Infrastructure & DevOps,54,ZIP File Contents
3,Cloud Infrastructure & DevOps,55,GCP Cloud Storage GCS SAN Spaces
3,Cloud Infrastructure & DevOps,56,Cron Job Scheduling
3,Cloud Infrastructure & DevOps,57,Systems Cutover Deployments
3,Cloud Infrastructure & DevOps,58,Config Tag Settings
3,Cloud Infrastructure & DevOps,59,RFC Request For Change
3,Cloud Infrastructure & DevOps,60,Splunk Total Rows
3,Cloud Infrastructure & DevOps,61,Shell Script Parameters Linux Error Portal Scripts PP
3,Cloud Infrastructure & DevOps,62,Kernel Application PCN
3,Cloud Infrastructure & DevOps,63,Backup NAT Gateway
3,Cloud Infrastructure & DevOps,64,Geo Routing Argentina JP MX
3,Cloud Infrastructure & DevOps,65,Dynamic Operations Captured
3,Cloud Infrastructure & DevOps,66,Monitor Built
4,Cyber Security & Identity,67,Authentication OAuth SAML JWT MFA SSO Password Login Authorization RBAC Role Permission Access Control Token Compliance GDPR HIPAA PCI SOX Audit Risk Governance Assessment Customer Event Mitigation Privacy Data PII Phone Number Address Regulatory Requirements Regulation Beneficial Owner KYC Management Procedures Database Tables Policies AEXP Controls Product RCSA Testing AMEX Card Analytics Performance Framework Auth Inherent SAM Directors CAS Assign
4,Cyber Security & Identity,68,Encryption SSL TLS Certificate RSA Decryption Cipher Key Voltage Expired Archer GRC
4,Cyber Security & Identity,69,Vulnerability Malware Phishing Ransomware Virus Trojan Exploit XSS Injection Remediation
4,Cyber Security & Identity,70,On-Call Pager Incident Support
4,Cyber Security & Identity,71,Security Allow Deny List Cyber Passwords JARs Falcon GMAS
4,Cyber Security & Identity,72,KRI Risk Indicators
4,Cyber Security & Identity,73,CyberArk Secrets Vault
4,Cyber Security & Identity,74,Issue Corrective Closure
4,Cyber Security & Identity,75,Major Risk Events
4,Cyber Security & Identity,76,Entra ID Seasonality
9,Data Analytics & Visualization,77,Excel Formula Pivot Table Vlookup Macro VBA Spreadsheet
9,Data Analytics & Visualization,78,Chart Graph Dashboard Visualization Tableau PowerBI Scatter Bar
9,Data Analytics & Visualization,79,Statistics Mean Median Variance Standard Deviation Regression
9,Data Analytics & Visualization,80,Data Cleansing Formatting Imputation Outlier Normalization Python Pandas Numpy Scipy Scikit Learn Machine Learning Model Models Science Reporting Report Power BI Dashboard
9,Data Analytics & Visualization,81,AI Embedding Similarity
2,Data Engineering & Database,82,SQL Select Update Delete Insert Join Group By Query Date Year Month Difference Partition Sort Window Function Distinct Analytics Over MoM Database Priority Coalesce Servicing Table Storage Location Oracle Enterprise Raw Data Processing Code Engineering Attributes Current Management Queries Airtable Schemas AMEX Plotting Bin Segments JavaScript Integration Metadata Ruleset Types Card DB Exists Trigger Trino Excel Slicer Azure Cosmos Allowed Aggregations Tagged Samples Delimiter Settings Nulls Blanks Fusion Head Selects Varchar Price Domain Que Mas Functions
2,Data Engineering & Database,83,Table Column Row Schema Dimension Fact Normalization
2,Data Engineering & Database,84,Airflow Schedule Interval ETL Pipeline Warehouse Lake Extraction Transformation Loading DAG Orchestration PythonOperator
2,Data Engineering & Database,85,NoSQL MongoDB Cassandra Redis Key Value Document
2,Data Engineering & Database,86,Kafka Event Producer Big Data Hadoop Spark MapReduce Hive Pig Streaming Real Time Driven
2,Data Engineering & Database,87,PySpark WithColumn Col DataFrame Pandas Dataframe df Series Info Describe
2,Data Engineering & Database,88,Data Source Origin Connection Feed
2,Data Engineering & Database,89,CSV Path File Format
2,Data Engineering & Database,90,Encoding Errors Garbage Data
2,Data Engineering & Database,91,Tableau LOD Expression
2,Data Engineering & Database,92,Statistics Sample Population
2,Data Engineering & Database,93,Google BigQuery
2,Data Engineering & Database,94,Power BI SelectedValue DAX
2,Data Engineering & Database,95,Statistical Percentile Response Percentages Weakness Problems
2,Data Engineering & Database,96,Jupyter Notebook Club
2,Data Engineering & Database,97,Chart Vertical Legend
2,Data Engineering & Database,98,US States Exchange
2,Data Engineering & Database,99,Model ID Product Name
2,Data Engineering & Database,100,XML Central Configuration
2,Data Engineering & Database,101,PIB Predictive Models
2,Data Engineering & Database,102,Refactoring LPAD
2,Data Engineering & Database,103,Correlation Analysis
2,Data Engineering & Database,104,Water Height Measurements
6,Executive Strategy & Management,105,ROI KPI Metric Objective Goal OKR Balanced Scorecard
6,Executive Strategy & Management,106,Budget Revenue Profit Expense Margin Cost Cash Flow Finance
6,Executive Strategy & Management,107,Roadmap Vision Mission Milestone Long Term Objective Leadership Leader Executive VP Vice President Director Senior CFO Communications
6,Executive Strategy & Management,108,Talent HR Hiring Interview Promotion Compensation Employee
6,Executive Strategy & Management,109,Market Competition Differentiation Innovation SWOT Analysis
6,Executive Strategy & Management,110,Business Partnerships BAU As Usual Line of LOB Impact Outcome Value
6,Executive Strategy & Management,111,Human Resources HR Sick Leave Letter Employed
6,Executive Strategy & Management,112,Invoice Billing Accounts Payable Receivable
6,Executive Strategy & Management,113,Tax Income Return Revenue
6,Executive Strategy & Management,114,Forecast Actual Budget Variance
6,Executive Strategy & Management,115,Legal Law Counsel Contract Agreement Terms GCO Goals
6,Executive Strategy & Management,116,Training Learn Course Tutorial
6,Executive Strategy & Management,117,Banking Direction Strategy Operating Model Target
6,Executive Strategy & Management,118,Ownership Accountability Culture
6,Executive Strategy & Management,119,Capacity Shift Planning Agile PI FTE Headcount
6,Executive Strategy & Management,120,Pilot Project Proposals
6,Executive Strategy & Management,121,Stakeholder Management Status Inventory Process Controls
6,Executive Strategy & Management,122,TSR Shareholder Trends
6,Executive Strategy & Management,123,International Pricing Models
6,Executive Strategy & Management,124,DCRM Levers
6,Executive Strategy & Management,125,Sales Deal Closing
6,Executive Strategy & Management,126,Data Governance Delivery
6,Executive Strategy & Management,127,Telesales Operations
6,Executive Strategy & Management,128,Forbes Publications
6,Executive Strategy & Management,129,Decide Owners
6,Executive Strategy & Management,130,SRR Streamline
6,Executive Strategy & Management,131,Amazon Brands
14,Finance & Procurement,132,Accounting Journal Entries
14,Finance & Procurement,133,PCM Rule Allocation Definition Allocations Capital Timing Finance Actuals ADB Annual Spend
14,Finance & Procurement,134,SOW Statement of Work
14,Finance & Procurement,135,EBITDA Financial Metrics
14,Finance & Procurement,136,Applications Pricing Study Research Approvals
14,Finance & Procurement,137,EOD End of Day Process
14,Finance & Procurement,138,Financials FIN Reporting
14,Finance & Procurement,139,Amount Constants
14,Finance & Procurement,140,Emburse Expense Management Asset Entry
14,Finance & Procurement,141,Bank Neutral Locations
14,Finance & Procurement,142,Investment Plans
14,Finance & Procurement,143,Fees Dashboards
14,Finance & Procurement,144,Treasury Report Script
10,General Productivity & Knowledge,145,Summarize Condense Abstract TLDR Digest Abridge
10,General Productivity & Knowledge,146,Brainstorm Ideate Concept Suggestion Recommend Alternative Option
10,General Productivity & Knowledge,147,Format Structure Table List Paragraph Indentation Markdown
10,General Productivity & Knowledge,148,Explain Define Concept Tutorial Guide Lesson Comprehension Theory Best Practices
10,General Productivity & Knowledge,149,Math Calculate Equation Algebra Geometry Calculus Arithmetic
10,General Productivity & Knowledge,150,Conversations AI Evaluation Prompt Engineering Custom GPT Assistant Hallucinations Voicebots Hallucination Chargeout Fine Tune LLM Report DT Markup Quiz Agentic Workflows Models Large Conversational Purple Llama
10,General Productivity & Knowledge,151,Image PNG JPG Picture Media Multimedia
10,General Productivity & Knowledge,152,Digital Journey UX Design User Experience Persona
10,General Productivity & Knowledge,153,Email Mailbox Management Outlook Calendar Microsoft TLM Tasks
10,General Productivity & Knowledge,154,GitHub Copilot Code Completion
10,General Productivity & Knowledge,155,Excel Sources Workbook Formula Spreadsheet Data Formulas
10,General Productivity & Knowledge,156,Business Unit Research
10,General Productivity & Knowledge,157,Literature Source Citation
10,General Productivity & Knowledge,158,Corporate Food Lunch Meals
10,General Productivity & Knowledge,159,Webex Conferencing
10,General Productivity & Knowledge,160,SharePoint SLA SLAs
10,General Productivity & Knowledge,161,Documentation Technical Docs
10,General Productivity & Knowledge,162,POP Operations Center
10,General Productivity & Knowledge,163,CBR Uploading Process
10,General Productivity & Knowledge,164,Agile Carryover Stories
10,General Productivity & Knowledge,165,RAG Architecture IV
10,General Productivity & Knowledge,166,Workflow Approvals Sorting
10,General Productivity & Knowledge,167,Approval Notices
10,General Productivity & Knowledge,168,OpenAI CustomGPT
10,General Productivity & Knowledge,169,Qualtrics Surveys
10,General Productivity & Knowledge,170,Enable GenAI Capabilities
10,General Productivity & Knowledge,171,Jump Guides
10,General Productivity & Knowledge,172,Pillars Holding
10,General Productivity & Knowledge,173,Printable Gantt Charts
7,Process & Project Management,174,Agile Scrum Sprint Kanban User Story Epic Backlog
7,Process & Project Management,175,Ticket Jira Issue ServiceNow Assignment Triage Queue
7,Process & Project Management,176,Workflow Checklist Step Procedure SOP Instruction Guide
7,Process & Project Management,177,Meeting Notes Agenda Minutes Action Item Summary Takeaway
7,Process & Project Management,178,Release Schedule Change Request Approval RACI Matrix
7,Process & Project Management,179,Product Manager Management Action Plan Scale Delivery
7,Process & Project Management,180,Intake Form Process Request
1,Production Support & Debugging,181,Stacktrace Exception Null Pointer Segfault Core Dump
1,Production Support & Debugging,182,Memory Leak CPU Threading Concurrency Deadlock Performance
1,Production Support & Debugging,183,Application Crash Outage Incident Root Cause Log Analysis
1,Production Support & Debugging,184,Dependency Package Version Compatibility Npm Pip Maven Gradle
1,Production Support & Debugging,185,Script Execution Run Running Console Command
1,Production Support & Debugging,186,Error Code Exception Logs UTC Software Errors Configuration Linux ELF AMEX Invalid Identifier
1,Production Support & Debugging,187,UAT SIT Testing
1,Production Support & Debugging,188,UI Bug Screenshots
1,Production Support & Debugging,189,Alert Panel Severity
1,Production Support & Debugging,190,Quality Control QC
1,Production Support & Debugging,191,Support Escalation Win
1,Production Support & Debugging,192,Developer Mistakes
1,Production Support & Debugging,193,IT Technology Investigation
1,Production Support & Debugging,194,Nexthink IT Narration
0,Software Engineering & Development,195,Java Python C++ Syntax Compilation Code Frontend React Angular Vue HTML CSS JavaScript Git Version Control Repository Branch Merge Pull Request Import Datetime Date Time Timezone Mobile App iOS Android Native Flutter Feature PR Commit Module Package Library Index TypeScript Source Pandas Capabilities Commits Diff Comparison Annotations Clone Wrap Sorted Entry Files Position Attribute OKHttp PageLayout JS Memo SAP Snippets Helper Clock JAR Table Tags TQDM library TMP Keyword Development Requests Pathlib Conflict Reporting Safe Parse JVM AMP SOAP Partitions Styling CCC Padding Ascending Friend Branches SOI PKG OpenPyXL AOP Event Lombok
0,Software Engineering & Development,196,Backend Node Express Spring Django Flask Middleware NPM Modules UUID
0,Software Engineering & Development,197,API REST GraphQL gRPC WebSocket Endpoint Payload Bash Shell Scripting Terminal URL Configuration Linux Server Postman Repositories
0,Software Engineering & Development,198,Code Array Reverse Append Algorithm Data Structure HashMap Linked List Graph
0,Software Engineering & Development,199,Type Cast String Integer Float Conversion
0,Software Engineering & Development,200,Business Logic Rule Condition Engine Swap Sets
0,Software Engineering & Development,201,Data Type Boolean True False Int Timestamp JSON
0,Software Engineering & Development,202,Function Class Method Object Oriented
0,Software Engineering & Development,203,Variable Constant Const Private Public
0,Software Engineering & Development,204,Error Log Fail Exception Status
0,Software Engineering & Development,205,Proof Of Concept POC
0,Software Engineering & Development,206,VSCode IDE Editor VS Code Environment IntelliJ IDEA
0,Software Engineering & Development,207,MCP Tool Exposure
0,Software Engineering & Development,208,UI Images Positioning UX Prototype User Clicking Dropdown Software Batch Jobs AMEX Bold Theme Redesign Mother Call To Action CTA Install Dependencies Components Colors Fonts Design
0,Software Engineering & Development,209,Jupyter IPyKernel Temp
0,Software Engineering & Development,210,Dark Mode Code Snippet
0,Software Engineering & Development,211,Phoenix Project System
0,Software Engineering & Development,212,GSOP Subprocess Run
0,Software Engineering & Development,213,Application Tests
0,Software Engineering & Development,214,Gatling Load Testing
0,Software Engineering & Development,215,MIME Types
0,Software Engineering & Development,216,Regex Patterns
0,Software Engineering & Development,217,JCL Clickable Links
0,Software Engineering & Development,218,PRD Leaves Production
0,Software Engineering & Development,219,Plot CID Graphics
0,Software Engineering & Development,220,Optional Directories
0,Software Engineering & Development,221,Dispatch Comparable
0,Software Engineering & Development,222,CCPS Notification
0,Software Engineering & Development,223,Airflow Schedule Interval
0,Software Engineering & Development,224,Downstream Impacts
0,Software Engineering & Development,225,XHTML Posture
0,Software Engineering & Development,226,Launchpad ListLevel
8,Testing & Quality Assurance,227,Unit Test Mock Stub Assertion Coverage Code Quality
8,Testing & Quality Assurance,228,Integration Test End to E2E System Validation
8,Testing & Quality Assurance,229,Regression Load Stress Performance Penetration Scalability
8,Testing & Quality Assurance,230,QA Defect Bug Reproduction Steps Triage Tracking
8,Testing & Quality Assurance,231,Error Getting Debug Troubleshoot Fix
8,Testing & Quality Assurance,232,Code Changes Required Review
8,Testing & Quality Assurance,233,Pass Fail Test Case Status
8,Testing & Quality Assurance,234,Test Expected Actual Result
