category_id,category_name,subcategory_id,subcategory_name
8,AI & Automation Enablement,160,Prompt engineering improvement guidance
8,AI & Automation Enablement,161,AI use case brainstorming
8,AI & Automation Enablement,162,Automation workflow design
8,AI & Automation Enablement,163,LLM evaluation criteria development
8,AI & Automation Enablement,164,AI risk assessment discussion
8,AI & Automation Enablement,165,AI governance framework explanation
8,AI & Automation Enablement,166,AI model comparison analysis
8,AI & Automation Enablement,167,Productivity automation recommendation
8,AI & Automation Enablement,168,ChatGPT adoption strategy support
8,AI & Automation Enablement,169,AI feature business justification
8,AI & Automation Enablement,170,Automation ROI articulation
8,AI & Automation Enablement,171,Intelligent process automation guidance
8,AI & Automation Enablement,172,GenAI experimentation planning
8,AI & Automation Enablement,173,AI compliance consideration review
8,AI & Automation Enablement,174,AI implementation roadmap support
8,AI & Automation Enablement,175,AI capability education content
8,AI & Automation Enablement,176,AI limitation explanation
8,AI & Automation Enablement,177,AI operationalization strategy
8,AI & Automation Enablement,178,Model explainability clarification
8,AI & Automation Enablement,179,Enterprise AI scaling considerations
9,General Productivity & Work Support,180,Brainstorm ideas for project
9,General Productivity & Work Support,181,Clarify ambiguous task requirement
9,General Productivity & Work Support,182,Improve wording of sentence
9,General Productivity & Work Support,183,Reorganize information logically
9,General Productivity & Work Support,184,Time management planning support
9,General Productivity & Work Support,185,Convert notes into action items
9,General Productivity & Work Support,186,Generate checklist structure
9,General Productivity & Work Support,187,Translate content between languages
9,General Productivity & Work Support,188,Simplify message for audience
9,General Productivity & Work Support,189,Create structured outline draft
9,General Productivity & Work Support,190,Summarize long text quickly
9,General Productivity & Work Support,191,Improve professional phrasing
9,General Productivity & Work Support,192,Create template format
9,General Productivity & Work Support,193,Convert unstructured text structured
9,General Productivity & Work Support,194,Quick comparison of options
9,General Productivity & Work Support,195,Draft placeholder content
9,General Productivity & Work Support,196,Improve bullet point clarity
9,General Productivity & Work Support,197,Provide example scenario explanation
9,General Productivity & Work Support,198,Fix grammar and tone
9,General Productivity & Work Support,199,General clarification request
