category_id,category_name,subcategory_id,subcategory_name,keywords
1,Production Support & Debugging,29,UI/UX Bug Investigation,css-bug layout-shift z-index overflow rendering cross-browser browser-devtools pixel-perfect accessibility wcag screen-reader viewport font-rendering animation-glitch responsive-bug dom-inspector flicker hover-state focus-trap usability
1,Production Support & Debugging,30,Linux/Unix System-Level Debugging,strace ltrace dmesg lsof netstat tcpdump gdb vmstat iostat sar ulimit iptables systemctl proc-filesystem ld-preload ptrace sysctl nslookup top htop
1,Production Support & Debugging,31,Alert Configuration & Severity Management,alertmanager prometheus-alerts snmp-trap threshold sev1 sev2 sev3 alert-fatigue alert-suppression notification-channel webhook-alert alert-routing escalation-policy runbook alert-correlation nagios zabbix icinga watchdog
1,Production Support & Debugging,32,Software Error Reporting & Diagnostics,sentry bugsnag raygun crashlytics rollbar errortracking error-reporting diagnostic-data telemetry breadcrumb error-boundary unhandled-rejection app-center new-relic datadog-apm error-log event-tracking distributed-tracing source-map
1,Production Support & Debugging,33,Quality Control & Inspection Processes,inspection audit code-inspection walkthrough checklist quality-gate sonarqube code-quality static-analysis compliance traceability-matrix review-board defect-density quality-metrics peer-review iso-9001 six-sigma cmmi sampling control-chart
1,Production Support & Debugging,34,Runtime & Logic Error Investigation,runtime-error logic-error off-by-one infinite-loop race-condition null-reference divide-by-zero type-error assertion-failure undefined-behavior buffer-overflow integer-overflow floating-point precision-error concurrency-bug dangling-pointer memory-corruption use-after-free livelock starvation
1,Production Support & Debugging,35,Variable & Identifier Resolution Errors,undefined-variable name-error reference-error scope hoisting shadowing undeclared uninitialized typo case-sensitivity namespace-conflict symbol-resolution binding identifier variable-not-found redeclaration lexical-scope block-scope global-scope this-binding
1,Production Support & Debugging,36,Support Escalation & Tier Management,l1-support l2-support l3-support tier-1 tier-2 tier-3 escalation sla-breach ticket incident-ticket service-desk itsm servicenow remedy helpdesk triage priority queue-management
1,Production Support & Debugging,37,Code Review Feedback & Standards,code-review pull-request-review lgtm nit naming-convention coding-standard style-guide code-smell technical-review review-comment approval requested-changes lint-rule checkstyle pep8 crucible gerrit reviewboard upsource codeowners
1,Production Support & Debugging,38,Root Cause Analysis & Post-Incident Review,root-cause postmortem blameless-postmortem five-whys fishbone-diagram ishikawa timeline contributing-factor corrective-action preventive-action lessons-learned after-action-review incident-report capa rca fault-tree action-items remediation systemic-failure chronic-issue
1,Production Support & Debugging,39,Endpoint Monitoring & Digital Experience,uptime apm synthetic-monitoring rum real-user-monitoring endpoint-health healthcheck ping latency-monitoring availability response-time sli error-rate page-load dynatrace catchpoint lighthouse web-vitals fcp lcp
2,Data Engineering & Database,40,SQL Querying & Data Manipulation (DML),select insert update delete where join subquery cte having union distinct merge upsert truncate coalesce window-function pivot unpivot cross-join left-join exists orderby groupby case-when
2,Data Engineering & Database,41,Schema Design & Data Modeling,erd normalization denormalization primary-key foreign-key cardinality star-schema snowflake-schema dimension-table fact-table surrogate-key indexing constraint ddl alter-table data-type varchar one-to-many many-to-many third-normal-form
2,Data Engineering & Database,42,ETL/ELT Pipelines & Data Warehousing,etl elt airflow dagster prefect talend informatica ssis dbt staging transformation incremental-load cdc change-data-capture data-pipeline slowly-changing-dimension scd orchestration data-warehouse full-load
2,Data Engineering & Database,43,NoSQL Database Administration,mongodb cassandra couchdb dynamodb redis neo4j hbase document-store key-value graph-database column-family sharding eventual-consistency couchbase riak memcached wide-column
2,Data Engineering & Database,44,Big Data Processing & Distributed Computing,hadoop spark mapreduce hdfs yarn hive presto impala databricks pyspark rdd tez pig zeppelin spark-sql dask beam trino distributed-processing
2,Data Engineering & Database,45,Data Ingestion & File Loading,bulk-insert bcp sqlldr csv-import parquet avro orc fivetran stitch airbyte nifi flume bulk-load flat-file delimited fixed-width data-loader ingestion
2,Data Engineering & Database,46,Business Intelligence — Tableau,tableau worksheet calculated-field lod-expression tableau-server tableau-prep hyper tde marks-card blending dual-axis parameter set-action tableau-desktop tableau-public tableau-online viz tableau-cloud story-point extract-refresh
2,Data Engineering & Database,47,Business Intelligence — Power BI & DAX,powerbi dax power-query m-language measure calculated-column pbix dataflow power-bi-service paginated-report row-level-security gateway directquery import-mode calculate sumx filter-context allexcept related treatas
2,Data Engineering & Database,48,"Cloud Data Warehousing (BigQuery/Snowflake/Redshift)",bigquery snowflake redshift spectrum snowpipe external-table materialized-view clustering partitioning copy-into athena data-sharing time-travel zero-copy-clone warehouse-credits virtual-warehouse unload
2,Data Engineering & Database,49,Statistical Sampling & Population Analysis,sampling stratified confidence-interval margin-of-error population census sample-size systematic-sampling cluster-sampling bootstrap oversampling undersampling survey weighting quota-sampling representative-sample random-sample
2,Data Engineering & Database,50,Predictive Modeling & Forecasting,forecasting arima prophet exponential-smoothing time-series sarima xgboost random-forest gradient-boosting cross-validation overfitting hyperparameter feature-engineering ensemble prediction lstm holdout rmse mae backtesting
2,Data Engineering & Database,51,Jupyter Notebooks & Interactive Computing,jupyter notebook ipython jupyterlab jupyterhub kernel nbconvert colab binder voila papermill ipywidgets magic-commands nbviewer nbformat cell-output ipynb jupytext
2,Data Engineering & Database,52,Data Visualization & Charting,matplotlib seaborn plotly bokeh altair d3js heatmap scatter-plot bar-chart histogram choropleth ggplot vega sparkline sunburst treemap chart line-chart pie-chart infographic
2,Data Engineering & Database,53,XML/JSON Configuration & Data Exchange,xml json yaml xpath xslt xsd json-schema jsonpath xml-parser serialization deserialization dtd xml-namespace cdata jsonl toml protobuf marshalling ndjson
2,Data Engineering & Database,54,Product & Master Data Management,mdm master-data golden-record data-stewardship data-quality deduplication entity-resolution reference-data product-catalog sku pim data-governance lineage metadata-management data-dictionary business-glossary
2,Data Engineering & Database,55,Code Refactoring & SQL Optimization,query-plan explain execution-plan index-tuning query-hint optimizer statistics-update covering-index table-scan index-scan deadlock parameterization stored-procedure query-rewrite sql-performance locking
2,Data Engineering & Database,56,Correlation & Regression Analysis,correlation pearson spearman r-squared p-value linear-regression logistic-regression multicollinearity coefficient residual heteroscedasticity anova chi-square t-test covariance ols dependent-variable independent-variable
2,Data Engineering & Database,57,Geospatial & Reference Data Management,geospatial gis postgis shapefile geojson latitude longitude spatial-index projection epsg geocoding reverse-geocoding wkt spatial-join polygon raster coordinate-system
2,Data Engineering & Database,58,Data Lake Architecture & Governance,data-lake lakehouse delta-lake iceberg hudi data-catalog data-mesh bronze-layer silver-layer gold-layer medallion glue-catalog purview collibra alation data-swamp raw-zone curated-zone
2,Data Engineering & Database,59,Real-Time Streaming & Event Processing,kafka kinesis pulsar event-streaming stream-processing pub-sub consumer-group topic offset ksql kafka-connect kafka-streams flink event-sourcing cqrs watermark windowing spark-streaming storm
3,Cloud Infrastructure & DevOps,60,Cloud Provisioning & Resource Management,ec2 s3 azure-vm gce vpc iam resource-group subscription billing quota tagging cost-optimization reserved-instance spot-instance on-demand rightsizing cloud-console azure-portal aws-console
3,Cloud Infrastructure & DevOps,61,Container Orchestration & Kubernetes,kubernetes k8s docker kubectl pod deployment ingress helm kustomize namespace statefulset daemonset replicaset containerd cri-o eks aks gke openshift rancher container-runtime
3,Cloud Infrastructure & DevOps,62,CI/CD Pipeline Automation,ci/cd jenkins github-actions gitlab-ci circleci azure-devops buildkite argo-cd tekton pipeline build-agent nexus artifactory continuous-integration continuous-delivery canary-deployment rollback blue-green
3,Cloud Infrastructure & DevOps,63,Infrastructure as Code (IaC),terraform pulumi cloudformation bicep cdk ansible chef puppet hcl state-file drift-detection terragrunt crossplane cfn plan-apply infrastructure-as-code declarative idempotent
3,Cloud Infrastructure & DevOps,64,"Networking, DNS & Load Balancing",dns load-balancer nginx haproxy alb nlb route53 vnet subnet firewall nat-gateway peering vpn private-link cname a-record ttl ssl-termination reverse-proxy traefik cidr
3,Cloud Infrastructure & DevOps,65,Incident Monitoring & Alerting,pagerduty opsgenie datadog prometheus grafana nagios zabbix alertmanager sla slo sli mttr mttd incident-response on-call runbook uptime healthcheck synthetic-monitoring apm
3,Cloud Infrastructure & DevOps,66,Hardware & IT Endpoint Support,bios uefi firmware driver peripheral printer usb hdmi ram ssd hdd motherboard nic gpu pxe-boot asset-inventory warranty endpoint-management intune cpu-socket
3,Cloud Infrastructure & DevOps,67,Package & Dependency Management (Python/Node),pip npm yarn pnpm conda virtualenv venv pyproject package-lock node-modules requirements-txt poetry pipenv semver lockfile pypi npmjs wheel sdist
3,Cloud Infrastructure & DevOps,68,File Compression & Archive Management,zip tar gzip bzip2 7zip rar zstd xz lz4 compress decompress archive extract tarball snappy deflate pigz unzip gunzip
3,Cloud Infrastructure & DevOps,69,Job Scheduling & Batch Processing,cron crontab quartz autosys control-m celery batch-job job-queue systemd-timer slurm pbs argo-workflows windows-task-scheduler at-command job-scheduling
3,Cloud Infrastructure & DevOps,70,System Cutover & Migration Planning,cutover migration-plan go-live rollback-plan data-migration lift-and-shift replatforming dry-run parallel-run smoke-test hypercare downtime-window wave-plan coexistence fallback
3,Cloud Infrastructure & DevOps,71,Configuration Management & Service Discovery,consul etcd zookeeper vault configmap secrets-manager parameter-store service-registry eureka config-server spring-cloud-config feature-flag launchdarkly dotenv envvar
3,Cloud Infrastructure & DevOps,72,Change Management & RFC Governance,rfc change-request cab itil change-window approval-workflow impact-assessment backout-plan post-implementation-review cmdb servicenow remedy change-freeze normal-change standard-change emergency-change
3,Cloud Infrastructure & DevOps,73,Log Aggregation & Observability (Splunk/ELK),splunk elasticsearch logstash kibana elk fluentd fluentbit opensearch spl siem log-rotation syslog structured-logging loki graylog opentelemetry jaeger zipkin trace-id span
3,Cloud Infrastructure & DevOps,74,Shell Scripting & Unix Administration,bash zsh awk sed grep chmod chown pipe redirect xargs curl wget ssh scp rsync systemctl journalctl tmux shebang dotfiles
3,Cloud Infrastructure & DevOps,75,"Kernel, Boot & OS Operations",grub bootloader initramfs systemd dmesg lsmod modprobe kernel-module kernel-panic swap fstab mount fdisk lvm ext4 xfs btrfs selinux apparmor cgroups ulimit
3,Cloud Infrastructure & DevOps,76,Disaster Recovery & Business Continuity,rpo rto failover failback hot-standby warm-standby cold-standby backup geo-redundancy site-recovery bcdr disaster-recovery snapshot point-in-time-recovery cross-region replication-dr backup-retention
3,Cloud Infrastructure & DevOps,77,Geo-Routing & Edge Computing,cdn cloudfront akamai fastly edge-function lambda-at-edge cloudflare-workers anycast geo-dns latency-based-routing edge-cache edge-computing fog-computing content-delivery pop cloudflare
3,Cloud Infrastructure & DevOps,78,Auto-Scaling & Capacity Elasticity,autoscaling hpa vpa cluster-autoscaler scale-out scale-up scaling-policy cooldown target-tracking predictive-scaling spot-fleet elasticity capacity-planning load-testing asg vmss burst
3,Cloud Infrastructure & DevOps,79,Service Mesh & API Gateway Operations,envoy istio linkerd consul-connect api-gateway kong apigee tyk rate-limiting circuit-breaker sidecar-proxy mtls traffic-management retry-policy timeout-policy fault-injection ingress-gateway
4,Cyber Security & Identity,80,Authentication & Single Sign-On (SSO),sso saml oauth oidc auth0 okta pingidentity keycloak multifactor mfa 2fa fido webauthn biometrics passwordless adfs kerberos ntlm shibboleth login radius dex openid
4,Cyber Security & Identity,81,Access Control & Role-Based Authorization,rbac abac pbac xacml permissions privileges entitlement acl policy authorization openpolicyagent opa cedar zanzibar access-list sudo access-control authorization-model claims-based jwt-authz roles
4,Cyber Security & Identity,82,Cryptography & Certificate Management,pki tls ssl x509 rsa ecc aes pgp gpg letscrypt venafi keystore openssl bouncycastle certificates mtls hashing encryption decryption cipher kdf key-exchange
4,Cyber Security & Identity,83,Threat Detection & Vulnerability Management,siem edr mdr xdr soc splunk qradar crowdstrike qualys tenable nessus wazuh snort suricata zeek malware ransomware phishing ioc cve cvss threat-intel
4,Cyber Security & Identity,84,Regulatory Compliance Frameworks,soc2 iso27001 pci-dss hipaa fedramp nist gdpr-framework ccpa fisma cobit hitrust itil cybersecurity-framework cmmc fca pra nerc-cip psd2 basel sox
4,Cyber Security & Identity,85,Risk Governance & Control Assessment,grc archer servicenow-grc metricstream risk-appetite risk-tolerance inherent-risk residual-risk control-matrix rcm kpi kri risk-assessment bowtie-analysis erm enterprise-risk csa self-assessment
4,Cyber Security & Identity,86,Data Privacy & PII Protection,pii phi gdpr dsar ccpa-compliance cpra anonymization pseudonymization data-masking tokenization data-loss-prevention dlp purview macie bigid onetrust privacy-impact pia dpia right-to-be-forgotten
4,Cyber Security & Identity,87,Regulatory Operations & Examination,examiner audit-trail regulatory-exam consent-order mra mria regulatory-inquiry subpoena-response e-discovery compliance-audit regulators occ cfpb finra sec-reporting aml-exam fca-exam audit-readiness
4,Cyber Security & Identity,88,On-Call & Incident Response Operations,pagerduty opsgenie victorops incident-command ir-plan playbook runbook severity-1 sev-1 outage post-mortem blameless rca root-cause mttr mttd forensics memory-dump triage
4,Cyber Security & Identity,89,Security Risk Product Ownership,security-backlog threat-modeling stride pasta secops-roadmap security-epics user-stories ciso-dashboard security-metrics roi-security security-roi appsec-pipeline security-champion sdlc-security devsecops-tools security-features
4,Cyber Security & Identity,90,Compliance Control Testing & Attestation,attestation control-testing walkthroughs tests-of-design tod tests-of-operating-effectiveness toe sampling-methodology evidence-collection aicpa isae3402 ssae18 control-deficiency material-weakness significant-deficiency audit-working-papers
4,Cyber Security & Identity,91,Compliance Data & Reporting,compliance-dashboard regulatory-reporting sar suspicious-activity ctr aml-data kyc-data sanction-screening transaction-monitoring ofac-list pep-screening regulatory-submission compliance-kpi grc-reporting audit-metrics
4,Cyber Security & Identity,92,Fraud Detection & Security Operations,fraud-ring account-takeover ato credential-stuffing bot-management recaptcha fraud-analytics anomalies behavioral-biometrics device-fingerprinting money-laundering smurfing chargeback-fraud synthetic-identity dark-web-monitoring
4,Cyber Security & Identity,93,Inherent Risk Assessment & Scoring,risk-scorecard vulnerability-scoring threat-probability impact-analysis likelihood-rating qualitative-risk quantitative-risk fair-methodology risk-heat-map risk-matrix asset-criticality risk-tiering profiling-risk risk-scoring quantitative-analysis qualitative-analysis risk-exposure risk-profile
4,Cyber Security & Identity,94,Credit Risk & Card Portfolio Management,credit-score fico ltv dti default-rate delinquency-rate charge-off credit-limit underwrite card-issuing revolving-credit apr credit-utilization portfolio-risk var value-at-risk cecl
4,Cyber Security & Identity,95,Secrets & Privileged Access Management,pam cyberark beyondtrust thycotic hashicorp-vault aws-secrets-manager azure-key-vault gcp-secret-manager secret-rotation privileged-accounts vaulting hardcoded-secrets service-accounts break-glass credential-vaulting
4,Cyber Security & Identity,96,Issue Remediation & Corrective Action,capa corrective-action preventive-action remediation-plan poam plan-of-action issue-tracking defect-management exception-management risk-acceptance vulnerability-patching zero-day-patching mitigation-strategy bug-bounty vulnerability-remediation patch-management risk-treatment security-exception waiver-process mitigation-plan
4,Cyber Security & Identity,97,Identity Governance & Lifecycle Management,iga sailpoint saviynt oracle-oig provisioning deprovisioning movers-joiners-leavers mjl jml access-certification recertification identity-lifecycle entitlement-review access-request segregation-of-duties sod
4,Cyber Security & Identity,98,Security Architecture & Zero Trust,zero-trust ztna sase sse microsegmentation illumio tailscale cloudflare-access beyondcorp network-policies boundary secure-enclave trusted-execution tec sgx trust-boundary
4,Cyber Security & Identity,99,Penetration Testing & Red Team Operations,pentest red-team blue-team purple-team metasploit burp-suite kali cobalt-strike nmap owasp-zap sqlmap privilege-escalation lateral-movement exfiltration c2 command-and-control payloads exploit-db
5,Business Communication & Writing,100,Email Composition & Correspondence,mailchimp outlook-email gmail-draft subject-line signature-block out-of-office ooo cc bcc forward reply-all salutation sign-off polite-email formal-email cold-email follow-up-email newsletter-copy email-etiquette inbox-zero mail-merge
5,Business Communication & Writing,101,"Copywriting, Editing & Proofreading",grammarly hemingway-app readability-score active-voice passive-voice plagiarism-checker rewriting paraphrasing thesaurus line-editing structural-editing copyedit proofread style-guide ap-style chicago-manual editorial-guidelines content-editing copy-editing proofreading-marks
5,Business Communication & Writing,102,Translation & Localization Services,google-translate deepl sdl-trados localization l10n i18n translation-memory glossary-management multilingual transcreation target-language source-language machine-translation post-editing cultural-nuance right-to-left rtl dubbing subtitling localization-testing
5,Business Communication & Writing,103,Presentation Design & Visual Storytelling,powerpoint keynote google-slides pitch-deck slide-deck slide-master animations transitions typography color-palette data-visualization infographics visual-hierarchy storytelling storyboard presenter-notes dual-screen slidedeck visual-aids slide-layout
5,Business Communication & Writing,104,Technical & Product Documentation,markdown sphinx mkdocs readthedocs confluence docusaurus swagger openapi api-docs user-manual release-notes changelog how-to-guide reference-architecture architectural-decision-records adr tech-specs whitepaper gitbook readme-file user-guide technical-writing developer-portal
5,Business Communication & Writing,105,Executive Summaries & Briefing Notes,tldr exec-summary one-pager elevator-pitch briefing-doc talking-points key-takeaways bottom-line highlights high-level-overview board-deck steering-committee-report status-summary executive-brief management-summary executive-dashboard state-of-the-business c-suite-prep strategy-brief leadership-summary
5,Business Communication & Writing,106,Internal Communications & Announcements,intranet sharepoint all-hands town-hall company-wide-email staff-newsletter org-announcement leadership-update culture-building corporate-comms employee-comms noticeboard memo-writing bulletin crisis-communication change-management-comms viva-engage yammer staff-update internal-memo
5,Business Communication & Writing,107,"Grammar, Syntax & Language Correction",grammar-check syntax-error verb-tense subject-verb-agreement dangling-modifier split-infinitive punctuation-rules oxford-comma semicolon apostrophe pronoun-antecedent spell-checker capitalization proofing linguistic-analysis idiom colloquialism tone-adjustment vocabulary-enhancement word-choice typos sentence-structure
5,Business Communication & Writing,108,Instant Messaging & Collaboration Tools,slack microsoft-teams discord webex-teams mattermost rocket-chat chat-channels direct-message dm slackbot teams-bot emojis threads mentions ping notifications status-message chatops huddle async-communication
5,Business Communication & Writing,109,"Diagrams, Flowcharts & Visual Modeling",lucidchart visio drawio mermaidjs plantuml mindmap bpmn sequence-diagram architecture-diagram wireframe uml flowchart erd entity-relationship process-mapping swimlane concept-map venn-diagram network-topology org-chart
5,Business Communication & Writing,110,Meeting Scheduling & Calendar Management,calendly outlook-calendar google-calendar doodle-poll time-zones free-busy scheduling-conflict recurring-meeting meeting-invite agenda-setting meeting-scheduler rsvp double-booking timeboxing calendar-invite booking-link availability-sync calendar-sharing block-time out-of-office-reply
5,Business Communication & Writing,111,Sales Enablement & CRM Communications,salesforce hubspot outreach salesloft cold-calling cadences objection-handling discovery-call pitch-script follow-up-sequence b2b-sales crm-notes pipeline-update deal-room battlecards buyer-persona value-proposition win-loss-analysis sales-collateral
5,Business Communication & Writing,112,Employee Engagement & Retention Comms,employee-survey culture-amp glint pulse-survey enps employee-net-promoter feedback-loop recognition-program kudos shout-outs employee-appreciation wellness-initiative retention-strategy exit-interview stay-interview engagement-metrics morale-booster team-building-invite employee-spotlight
5,Business Communication & Writing,113,Marketing Campaigns & Digital Outreach,marketo hubspot-marketing seo sem ppc ad-copy landing-page cta call-to-action click-through-rate ctr conversion-rate a/b-testing bounce-rate email-campaign drip-campaign social-media-post hootsuite buffer brand-awareness lead-generation
5,Business Communication & Writing,114,"Mentorship, Coaching & Career Development",one-on-one 1:1 career-pathing idp individual-development-plan goal-setting okrs smart-goals feedback-session performance-review 360-feedback peer-review coaching-framework grow-model mentorship-program protege upskilling reskilling skills-matrix continuous-feedback
5,Business Communication & Writing,115,Vendor & Third-Party Relationship Management,rfp rfi rfq vendor-assessment sla service-level-agreement msa master-service-agreement sow statement-of-work nda non-disclosure procurement-contract supplier-onboarding vendor-risk-management due-diligence third-party-risk contract-negotiation vendor-scorecard procurement-process rfp-response
5,Business Communication & Writing,116,Compensation & Payroll Communications,payslip paystub w2 w4 direct-deposit salary-adjustment bonus-payout equity-grant rsu espp open-enrollment benefits-package 401k-match payroll-schedule compensation-philosophy total-rewards merit-increase salary-band payroll-deduction
5,Business Communication & Writing,117,Learning & Development Programs,lms learning-management-system scorm e-learning training-module onboarding-course course-curriculum instructional-design microlearning webinar-recording skillsoft coursera-for-business udemy-business knowledge-check learning-path completion-rate instructor-led-training ilt blended-learning
5,Business Communication & Writing,118,"Meeting Notes, Transcripts & Recordings",otter-ai fireflies-ai zoom-recording transcription meeting-minutes action-items key-decisions meeting-summary dictate voice-to-text dictation closed-captions meeting-notes transcript audio-recording verbatim stenography shorthand meeting-recap
5,Business Communication & Writing,119,Live Chat & Customer Support Operations,zendesk intercom drift chat-widget chatbot-flow canned-responses macros ticketing-system helpdesk csat nps first-response-time resolution-time customer-inquiry support-ticket live-agent knowledge-base-article faqs support-escalation
6,Executive Strategy & Management,120,KPI Design & Performance Measurement,kpi scorecard balanced-scorecard lagging-indicator leading-indicator northstar-metric metric-tree target-setting variance-analysis performance-measurement smart-goals outcome-metric activity-metric metric-hierarchy kpi-library data-driven-decisions kpi-cascade metric-owner metric-refresh
6,Executive Strategy & Management,121,"Revenue, Margin & P&L Tracking",revenue margin pnl gross-margin ebitda ebit cogs arpu mrr arr ltv cac operating-margin contribution-margin revenue-recognition profitability income-statement top-line bottom-line net-income
6,Executive Strategy & Management,122,Strategic Planning & OKR Framework,okr strategic-planning strategic-roadmap vision mission objectives key-results quarterly-planning annual-planning strategy-map hoshin-kanri bhag swot pestle goal-setting cascading-goals strategic-alignment v2mom long-range-plan
6,Executive Strategy & Management,123,Talent Strategy & Workforce Planning,talent-strategy workforce-planning succession-planning headcount talent-acquisition employer-branding skills-gap attrition talent-pipeline competency-framework upskilling reskilling workforce-analytics people-analytics human-capital org-design talent-management nine-box
6,Executive Strategy & Management,124,Market Intelligence & Competitive Analysis,competitive-analysis market-intelligence competitor-benchmarking market-share competitive-landscape industry-analysis market-sizing tam sam som win-loss-analysis battlecard competitive-positioning moat gartner forrester idc market-trends
6,Executive Strategy & Management,125,Banking & Financial Services Strategy,banking fintech financial-services basel regulatory-compliance aml kyc wealth-management retail-banking commercial-banking neobank open-banking psd2 swift payments finserv credit-risk lending digital-banking core-banking
6,Executive Strategy & Management,126,Organizational Culture & Employee Experience,culture employee-experience engagement-survey enps employee-engagement dei inclusion belonging pulse-survey onboarding offboarding employer-brand glassdoor workplace-culture psychological-safety values-alignment recognition-program esat
